,Unnamed: 0,E_HOMO_PM6[eV],E_LUMO_PM6[eV],DipoleMoment [D],IsotropicAverageAlpha [A.U.],AverageBeta [A.U.], AverageGamma [A.U.],S1(CAS2-1+CIS) [eV],S2(CAS2-1+CIS) [eV],INDOS-OscStr(CAS2-1+CIS),CI-Coef**2(CAS2-1+CIS),T1(CAS2-1+CIS) [eV],T2(CAS2-1+CIS) [eV],nAcid,naAromAtom,nAromBond,nAtom,nHeavyAtom,nH,nB,nC,nN,nO,nS,nF,nX,nBase,nBonds,nBonds2,nBondsS,nBondsS2,nBondsS3,nBondsD,nBondsD2,nBondsT,nBondsM,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,Sv,Sse,Spe,Sare,Sp,Si,Mv,Mse,Mpe,Mare,Mp,Mi,nHBAcc,nHBAcc2,nHBAcc3,nHBAcc_Lipinski,nHBDon,nHBDon_Lipinski,nAtomLC,nAtomP,nAtomLAC,nRing,n3Ring,n4Ring,n5Ring,n6Ring,n7Ring,n8Ring,n9Ring,n10Ring,nFRing,nF4Ring,nF5Ring,nF6Ring,nF7Ring,nF8Ring,nF9Ring,nF10Ring,nHeteroRing,n3HeteroRing,n4HeteroRing,n5HeteroRing,n6HeteroRing,n7HeteroRing,n8HeteroRing,n9HeteroRing,n10HeteroRing,nF4HeteroRing,nF5HeteroRing,nF6HeteroRing,nF7HeteroRing,nF8HeteroRing,nF9HeteroRing,nF10HeteroRing,nT4HeteroRing,nT5HeteroRing,nT6HeteroRing,nT7HeteroRing,nT8HeteroRing,nT9HeteroRing,nT10HeteroRing,nRotB,RotBFrac,nRotBt,RotBtFrac, DRC(PUHF)
1298,129670908,-7.33698,-1.2059799999999998,1.714,90.67732,3753.7993,311540.50119,0.5361132,1.5671540000000002,0.000179,0.00197217,0.4543596000000889,0.7767222000000888,0.0,0.0,0.0,7.0,5.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,5.0,5.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.625435171992674,6.658048069919883,6.4627450980392185,6.4879999999999995,8.582985628742515,48.324123353293416,0.9464907388560962,0.9511497242742688,0.923249299719888,0.9268571428571428,1.2261408041060735,6.903446193327631,1.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089709
1303,129676660,-11.82171,0.93925,2.454,28.08803,33.5886,8.30844,0.7345488,2.5061172000000003,0.001757,0.01091233,-0.07535120000000006,1.8038109,0.0,0.0,0.0,5.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.743676572359048,5.437727603787327,5.403921568627451,5.507999999999999,3.538199401197605,38.485744311377246,0.7487353144718096,1.0875455207574654,1.0807843137254902,1.1016,0.707639880239521,7.69714886227545,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.308248
1315,129704033,-11.4604,-0.42286,2.3280000000000003,44.2251,181.5521,2734.2207,3.749785,4.7354614,0.095757,0.12336422,0.7162235999999211,5.757213399999921,0.0,0.0,0.0,8.0,6.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,9.0,9.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.401024221453287,9.210487982520027,9.121568627450982,9.36,4.719512574850299,62.38903353293414,0.6751280276816609,1.1513109978150036,1.1401960784313727,1.1700000000000002,0.5899390718562874,7.798629191616768,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857,0.404038
1324,129715783,-8.70241,-1.18251,7.682,79.81645999999998,730.1033,8340.15928,1.7828,2.5640275000000003,3.7e-05,0.00968539,1.1415643000000273,1.7852160000000272,0.0,0.0,0.0,10.0,7.0,3.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,7.0,10.0,9.0,9.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.801431508243438,10.651857246904587,10.51372549019608,10.724000000000002,6.654119161676648,78.92010718562875,0.6801431508243437,1.0651857246904588,1.051372549019608,1.0724000000000002,0.6654119161676646,7.892010718562875,2.0,4.0,4.0,4.0,1.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857,0.062433
1343,129741112,-11.94842,0.27589,2.514,27.05931,61.0922,336.1855,0.1231968,1.3028787,8e-06,0.03756577,-0.34195339999996577,1.1929717000000342,0.0,0.0,0.0,7.0,4.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.086632403826584,7.321194464675893,7.164705882352942,7.323999999999999,4.173879640718563,57.280197005988036,0.5838046291180835,1.0458849235251273,1.0235294117647062,1.0462857142857145,0.5962685201026519,8.18288528656972,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,3.0,1.0,0.322642
1366,129763082,-10.06037,0.10686,5.51,59.30195,129.5053,733.9304599999998,2.5415926,4.5504088,0.0,0.0,1.568293500000209,2.482783600000209,0.0,0.0,0.0,12.0,6.0,6.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,12.0,12.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.856209647872992,12.320466132556446,11.909803921568631,12.136000000000005,7.193268263473053,94.64539401197607,0.5713508039894161,1.0267055110463703,0.9924836601307192,1.0113333333333336,0.5994390219560877,7.887116167664673,1.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.065423
1375,129767134,-6.43003,-0.00491,5.816,129.94299999999998,350.9787,9740.67481,2.761459,5.8543680999999985,0.045988,0.00600175,1.6624558999999408,5.728350199999943,0.0,0.0,0.0,24.0,9.0,15.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,24.0,24.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,13.706671076735196,23.10050983248361,21.878431372549027,22.124,16.959218562874252,182.9248652694611,0.5711112948639666,0.9625212430201504,0.9116013071895428,0.9218333333333332,0.7066341067864271,7.6218693862275435,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.057703
1377,129767759,-10.57241,-2.63583,4.497,51.52033,52.6411,937.849,1.2571015,1.5273465,0.001274,0.00169482,-0.04656019999993077,1.3038216000000693,0.0,0.0,0.0,8.0,6.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,9.0,9.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.772554040301242,8.544792425345957,8.458823529411768,8.616,5.596159281437125,62.07427305389224,0.7215692550376553,1.0680990531682446,1.0573529411764708,1.077,0.6995199101796407,7.759284131736527,1.0,2.0,2.0,3.0,0.0,0.0,0.0,5.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75253
1384,129772384,-9.89869,-1.36296,2.5340000000000003,47.03537,101.163,943.48299,3.3051615,3.5936111000000004,0.123641,0.0,1.6727131000000102,2.891325000000009,0.0,0.0,0.0,8.0,5.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,8.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.2423399145125185,8.493080844865258,8.286274509803924,8.440000000000001,5.158310778443114,60.96546646706589,0.6552924893140648,1.0616351056081572,1.0357843137254903,1.0550000000000002,0.6447888473053891,7.620683308383236,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,2.0,0.4,0.092207
1388,129774545,-8.4435,-1.21622,1.444,70.56609,42.3456,8012.11135,0.3058099,1.6190712,0.000489,0.01317007,0.04715629999986959,1.5964277999998695,0.0,0.0,0.0,8.0,6.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,8.0,6.0,6.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,6.256626908202728,8.21849963583394,8.07450980392157,8.16,6.278794011976048,58.15355449101797,0.782078363525341,1.0273124544792425,1.0093137254901965,1.02,0.7848492514970059,7.269194311377246,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.605326
1389,129774910,-9.95521,-0.94584,2.317,64.27033,90.9582,2662.58521,2.6572027,2.8067021,0.003596,0.0,1.544520200000079,2.315234100000079,0.0,6.0,6.0,10.0,7.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,8.0,5.0,2.0,3.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.086632403826584,10.32119446467589,10.164705882352944,10.324000000000002,7.173879640718563,77.50828083832336,0.7086632403826585,1.0321194464675891,1.0164705882352942,1.0324000000000002,0.7173879640718562,7.750828083832335,3.0,3.0,3.0,3.0,1.0,1.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071564
1393,129779408,-10.5508,-2.28906,4.341,49.71152,124.1932,1657.98123,0.603904,0.9587563,0.000133,0.0,-0.07970010000008187,0.3880976999999181,0.0,0.0,0.0,7.0,6.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.458475676775901,7.768390386016022,7.752941176470588,7.907999999999999,5.018438922155688,53.38295988023953,0.7797822395394144,1.1097700551451462,1.107563025210084,1.1297142857142857,0.7169198460222412,7.626137125748504,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.780939
1402,129784851,-8.7759,-0.88379,6.566,71.37459,230.2315,-746.7689,0.8868794,1.4126115,0.0006230000000000001,0.0,0.0844176000000516,0.8021438000000516,0.0,0.0,0.0,13.0,7.0,6.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,13.0,13.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.571008752289845,13.65112891478514,13.25882352941177,13.536000000000005,7.673507784431138,102.79991497005993,0.5823852886376805,1.050086839598857,1.0199095022624438,1.0412307692307696,0.5902698295716259,7.907685766927685,0.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857,0.8295549999999999
1405,129786230,-7.82056,0.69514,2.474,55.5812,146.6163,-316.96979,2.3040343,3.8014018,0.006742000000000001,0.15979118,0.17299830000001748,4.028166100000018,0.0,0.0,0.0,10.0,5.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.628460207612458,10.209031318281133,9.890196078431378,10.084,5.9724341317365255,80.30845209580839,0.5628460207612459,1.0209031318281134,0.9890196078431376,1.0084000000000002,0.5972434131736526,8.03084520958084,3.0,3.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.350483
1408,129787540,-9.73948,-0.8428100000000001,4.6,60.19553000000001,137.0972,2658.89224,3.169427,3.9365064,2e-05,0.06127429,1.4304878000000372,2.9092465000000374,0.0,0.0,0.0,11.0,7.0,4.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,7.0,11.0,10.0,10.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.787144514553227,11.926438455935905,11.725490196078436,12.004000000000005,6.533635928143713,88.4747137724551,0.6170131376866571,1.084221677812355,1.0659536541889485,1.0912727272727276,0.5939669025585192,8.043155797495919,1.0,5.0,5.0,5.0,1.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857,0.06640399999999999
1422,129795467,-6.15986,-1.94001,3.067,254.25671,77342.9076,16450242.98075,0.3104203,0.3105171,0.0,0.0,-0.07862090000003262,0.31312919999996736,0.0,6.0,6.0,11.0,8.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,8.0,5.0,2.0,3.0,0.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,10.340703236311828,10.552075746540421,10.270588235294117,10.260000000000002,13.479268862275449,76.60735868263474,0.9400639305738026,0.9592796133218564,0.9336898395721924,0.9327272727272728,1.2253880783886772,6.964305334784976,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.938295
1438,129801858,-9.27715,-0.8315100000000001,6.117000000000001,53.4688,343.1711,1450.59386,1.5925972,3.0910327,0.011827,0.00366973,-0.13826270000004115,2.315943399999959,0.0,0.0,0.0,9.0,6.0,3.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,6.0,9.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.8638145735802985,9.908230152949745,9.901960784313726,10.148,5.523580239520958,74.22510718562874,0.6515349526200332,1.1009144614388606,1.1002178649237475,1.1275555555555556,0.6137311377245508,8.247234131736526,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,3.0,0.5,0.927074
1461,129814525,-9.22341,-0.59182,4.135,103.32972,67.0075,6196.58056,2.1620398,2.5273144,0.000474,0.16303342,0.023106900000129826,1.2827124000001298,0.0,0.0,0.0,17.0,10.0,7.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,15.0,15.0,8.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,11.170288011398334,17.096868171886378,16.615686274509812,16.844000000000005,11.770988622754489,130.30748562874254,0.6570757653763726,1.005698127758022,0.9773933102652828,0.990823529411765,0.6924110954561464,7.665146213455444,3.0,3.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.713468
1471,129818178,-8.59709,-1.16004,4.005,114.63247,301.2659,12915.47016,2.4650081000000004,3.2935382000000004,0.022112,0.0,1.09418659999983,1.2677474999998302,0.0,0.0,0.0,15.0,9.0,6.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0,15.0,13.0,13.0,7.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,10.141410543456141,14.989803350327747,14.560784313725494,14.736000000000004,10.713028742514966,113.46165149700602,0.6760940362304093,0.9993202233551832,0.9707189542483662,0.9824000000000004,0.7142019161676646,7.564110099800402,2.0,2.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.062968
1479,129830628,-9.05279,-0.27896,0.534,62.85236999999999,108.1022,-1157.4923,2.6230846000000003,3.5231375,0.013839,0.19789178,0.2401211000000103,3.4264518000000104,0.0,0.0,0.0,9.0,5.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,7.0,7.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.798454711988603,9.106336489439183,8.800000000000002,8.920000000000002,6.077348502994012,67.69642035928145,0.6442727457765114,1.0118151654932426,0.9777777777777779,0.9911111111111112,0.6752609447771123,7.521824484364605,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.441188
1482,129845043,-8.983139999999997,-2.09116,2.458,98.35842,722.6113,45197.798,0.6920003,2.3861389,0.000296,0.0,0.2339999999999236,1.3431625999999235,0.0,6.0,6.0,12.0,8.0,4.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,12.0,9.0,6.0,2.0,3.0,0.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,8.599582739670263,12.101966496722506,11.835294117647061,11.976000000000004,8.914474251497008,90.43339640718565,0.716631894972522,1.0084972080602086,0.9862745098039216,0.9980000000000002,0.742872854291417,7.53611636726547,2.0,2.0,2.0,2.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.125,2.0,0.25,0.095113
1553,130183850,-8.6893,-0.35557,2.013,104.50718,247.5502,9018.92534,2.5581102,2.93706,0.039809,0.00195652,0.09025510000014947,2.0641837000001493,0.0,0.0,0.0,18.0,10.0,8.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,10.0,18.0,15.0,15.0,7.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,11.199165479340527,18.203932993445008,17.67058823529412,17.952,11.82894850299401,140.41062514970062,0.6221758599633627,1.011329610746945,0.9816993464052288,0.9973333333333334,0.6571638057218894,7.8005902860944785,4.0,4.0,4.0,4.0,2.0,3.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,0.490893
1565,130232923,-9.21104,-0.8686,1.635,102.36675,186.2313,7678.58605,2.3777087000000003,3.2832291,0.038536,0.0,1.220404099999996,2.071270799999996,0.0,0.0,0.0,18.0,10.0,8.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,16.0,16.0,8.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,11.199165479340527,18.203932993445008,17.67058823529412,17.952,11.82894850299401,140.4106251497006,0.6221758599633627,1.011329610746945,0.9816993464052288,0.9973333333333334,0.6571638057218894,7.800590286094478,4.0,4.0,4.0,4.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,0.06276
1568,130251168,-9.94438,-0.35556,2.425,97.22996,94.8384,7634.46245,0.8325094999999999,2.4693552000000003,0.00413,0.14220336,-0.07964470000001711,0.3926808999999829,0.0,0.0,0.0,18.0,9.0,9.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,9.0,18.0,17.0,17.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,10.712115815184207,17.98470502549162,17.34117647058824,17.604000000000006,11.569543113772454,139.85035149700602,0.5951175452880116,0.9991502791939788,0.963398692810458,0.9780000000000002,0.6427523952095807,7.769463972055888,3.0,3.0,3.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.476167
